Total Population,Female Population,Male Population,Employment in Industry(%),Employment in Agriculture(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
31644028.0,15963984.0,15680044.0,22.97342,2.107053,7.57,895540646634.787,3.95453986912926,-22028406252.2304,17208.5235166648,21.18,76.5470387654659,2003,Canada
31360079.0,15821972.0,15538106.0,23.22987,2.116884,7.66,760649334098.005,2.02991891678288,-19246797935.3852,16960.639671858,21.77,75.1633668641508,2002,Canada
31020902.0,15654835.0,15366067.0,23.06283,2.160141,7.22,738981792355.372,0.176516331467667,-20807722107.438,16840.1937506524,21.53,76.1549534400917,2001,Canada
30685730.0,15492171.0,15193559.0,23.29417,2.515508,6.83,744773415931.587,5.4977343755741,-19541445020.5373,17037.0722808289,22.04,76.1025718116541,2000,Canada
30401286.0,15353410.0,15047875.0,23.12161,2.805973,7.58,678412196271.118,4.61286992141694,-22834354176.4825,16678.932595154,21.7050808564312,75.6377547258236,1999,Canada
30155173.0,15229531.0,14925642.0,23.11725,2.990998,8.28,634000000000.0,1.43761765851387,-21331311088.6417,16435.7869875262,21.5240367061502,75.8827561782628,1998,Canada
29905948.0,15103624.0,14802324.0,23.05706,3.007312,9.1,654986999855.554,3.75641212532578,-20318503538.9282,16653.6770544776,21.3111503833538,74.7361057993359,1997,Canada
29610218.0,14956383.0,14653835.0,22.75039,3.112288,9.62,628546387972.131,0.45222555727598,-20951961862.853,16607.2063366774,21.5792375247257,73.2370849547728,1996,Canada
29302311.0,14799796.0,14502515.0,22.928,3.153484,9.49,604031623433.401,2.70094021918175,-20874380647.0417,16532.382036352,21.9235763153267,72.5201814385532,1995,Canada
29000663.0,14643061.0,14357602.0,22.66927,3.348042,10.4,578139279437.61,3.14523977467394,-20771821909.7832,16388.2805024147,21.6926930236164,71.6982666019181,1994,Canada
28684764.0,14478794.0,14205971.0,22.51003,3.482529,11.38,577170761956.438,1.4205119173498,-19681420044.9578,16320.127298241,21.803058880385,72.5776859158235,1993,Canada
28371264.0,14312897.0,14058366.0,23.18163,3.45133,11.2,592387689252.916,-1.67179278117547,-21307189542.4837,16164.419040336,21.9299846278403,73.4363630240629,1992,Canada
28037420.0,14138442.0,13898978.0,23.8771,3.491257,10.32,610328183643.188,-2.33206439523561,-20299380291.5248,16181.5887481801,22.1978405183297,72.2903820215833,1991,Canada
27691138.0,13963399.0,13727739.0,21.819222857142854,2.3330844285714285,7.87,593929550908.468,-2.02257255669318,-21448405896.469,16167.3745586043,22.0207536925352,73.6054915608937,1990,Canada
27276781.0,13751532.0,13525249.0,21.819222857142854,2.3330844285714285,7.87,565055743243.243,0.834689914116666,-19502533783.7838,16464.0395067145,21.929910776851525,75.0519513937493,1989,Canada
26791747.0,13500396.0,13291351.0,21.819222857142854,2.3330844285714285,7.87,507354351182.254,3.47902557302962,-16490615097.0992,16389.3381047529,21.929910776851525,74.0229513873681,1988,Canada
26446601.0,13321982.0,13124619.0,21.819222857142854,2.3330844285714285,7.87,431316742081.448,1.9897296924336,-13352187028.6576,15798.287273287,21.929910776851525,73.7949075636436,1987,Canada
26100278.0,13145756.0,12954522.0,21.819222857142854,2.3330844285714285,7.87,377437927311.983,1.79093268193591,-12754947822.9579,15363.399577583,21.929910776851525,73.5640182851617,1986,Canada
25842116.0,13012495.0,12829620.0,21.819222857142854,2.3330844285714285,7.87,364756499450.751,3.82060615932185,-11191504943.2442,14857.2585929109,21.929910776851525,75.4065927037209,1985,Canada
25607053.0,12887917.0,12719137.0,21.819222857142854,2.3330844285714285,7.87,355372558103.621,4.42032996355562,-11039301984.4028,14343.392033437,21.929910776851525,76.8489240654414,1984,Canada
25366451.0,12759260.0,12607190.0,21.819222857142854,2.3330844285714285,7.87,340547711781.889,1.68195145422072,-10017851346.9653,13457.0657913478,21.929910776851525,77.0090614433204,1983,Canada
25116942.0,12625723.0,12491219.0,21.819222857142854,2.3330844285714285,7.87,313506525087.136,-3.28754689086931,-10867309718.7323,12981.0786679366,21.929910776851525,79.0665451074599,1982,Canada
24819915.0,12468647.0,12351269.0,21.819222857142854,2.3330844285714285,7.87,306214863624.99,3.74931815786231,-10259404454.0829,13239.4087570405,21.929910776851525,79.5138438623392,1981,Canada
24515667.0,12308181.0,12207486.0,21.819222857142854,2.3330844285714285,7.87,273853826548.067,-0.051027997158883,-7413179096.81834,12803.9755149228,21.929910776851525,80.5639830127972,1980,Canada
24201544.0,12142187.0,12059357.0,21.819222857142854,2.3330844285714285,7.87,243072102612.259,-1.28569835056824,-6606815775.99454,12422.7611263149,21.929910776851525,81.4294161495702,1979,Canada
23963203.0,12011533.0,11951670.0,21.819222857142854,2.3330844285714285,7.87,218632867537.477,1.6477914714561,-5417906548.6105,12269.0192959597,21.929910776851525,81.2272854645753,1978,Canada
23725843.0,11879181.0,11846663.0,21.819222857142854,2.3330844285714285,7.87,211612157028.679,0.430474028295706,-4471158439.11613,11797.2625883093,21.929910776851525,82.5157958519027,1977,Canada
23449808.0,11727923.0,11721886.0,21.819222857142854,2.3330844285714285,7.87,206575564908.722,4.30332811868969,-3717961460.44625,11075.9542252969,21.929910776851525,83.3043130985559,1976,Canada
23143275.0,11562890.0,11580385.0,21.819222857142854,2.3330844285714285,7.87,173834029689.343,1.03814467321541,-2638355289.02871,10466.5826249742,21.929910776851525,84.0544383044523,1975,Canada
22807969.0,11386049.0,11421920.0,21.819222857142854,2.3330844285714285,7.87,160408697341.513,1.66478149473801,-2383615541.92229,10804.60079545,21.929910776851525,82.2055043488747,1974,Canada
22491777.0,11220294.0,11271483.0,21.819222857142854,2.3330844285714285,7.87,131321858814.119,5.97783959399132,-1832449755.0245,10241.9208584542,21.929910776851525,82.7933487235959,1973,Canada
22218463.0,11074818.0,11143645.0,21.819222857142854,2.3330844285714285,7.87,113082820486.918,5.37697667988675,-1508011920.396,9803.55841895994,21.929910776851525,84.0243177777995,1972,Canada
21962032.0,10944078.0,11017954.0,21.819222857142854,2.3330844285714285,7.87,99271961774.6088,1.83168740916817,-1462006337.88869,9166.68366570088,21.929910776851525,84.1541542986894,1971,Canada
21324000.0,10633366.0,10690634.0,21.819222857142854,2.3330844285714285,7.87,87896095320.1263,1.6480838240623967,-1299501387.6926,8962.20221346839,21.929910776851525,84.6622417265424,1970,Canada
21028000.0,10486530.0,10541470.0,21.819222857142854,2.3330844285714285,7.87,79148411661.6902,1.6480838240623967,-16924339689.805355,8532.90850294845,21.929910776851525,85.260793354493,1969,Canada
20744000.0,10337254.0,10406746.0,21.819222857142854,2.3330844285714285,7.87,71829810519.8955,1.6480838240623967,-16924339689.805355,8030.41843424605,21.929910776851525,85.7581426959485,1968,Canada
20412000.0,10166027.0,10245973.0,21.819222857142854,2.3330844285714285,7.87,65668655501.1254,1.6480838240623967,-16924339689.805355,7630.16852831668,21.929910776851525,85.797699429717,1967,Canada
20048000.0,9978791.0,10069210.0,21.819222857142854,2.3330844285714285,7.87,61088384036.6515,1.6480838240623967,-16924339689.805355,7359.08818834797,21.929910776851525,85.6656005878623,1966,Canada
19678000.0,9786254.0,9891746.0,21.819222857142854,2.3330844285714285,7.87,54515179580.7148,1.6480838240623967,-16924339689.805355,6909.89938001829,21.929910776851525,86.2146622466963,1965,Canada
19325000.0,9600426.0,9724573.0,21.819222857142854,2.3330844285714285,7.87,49377522896.703,1.6480838240623967,-16924339689.805355,6468.92626131953,21.929910776851525,85.4201311056283,1964,Canada
18964000.0,9409673.0,9554327.0,21.819222857142854,2.3330844285714285,7.87,45029988561.2124,1.6480838240623967,-16924339689.805355,5966.04091963721,21.929910776851525,85.3444185408212,1963,Canada
18614000.0,9223459.0,9390542.0,21.819222857142854,2.3330844285714285,7.87,42227447631.9159,1.6480838240623967,-16924339689.805355,5791.12495970775,21.929910776851525,84.333216189842,1962,Canada
18271000.0,9040809.0,9230191.0,21.819222857142854,2.3330844285714285,7.87,40934952063.9468,1.6480838240623967,-16924339689.805355,5605.11192600296,21.929910776851525,83.6548998145593,1961,Canada
17909356.0,8850971.0,9058385.0,21.819222857142854,2.3330844285714285,7.87,40461721692.6468,1.6480838240623967,-16924339689.805355,5630.52071777455,21.929910776851525,83.1924410253646,1960,Canada
